ra,ano_referencia,fase,genero,inde_ano,prob_risco,nivel_risco
RA-149,2023,4,Feminino,5.622266667,0.9742160739287153,Alto Risco
RA-1179,2023,4,Masculino,6.631333333,0.7941109289962137,Alto Risco
RA-218,2023,4,Feminino,5.811541667,0.9637014535984916,Alto Risco
RA-220,2023,4,Feminino,7.102016667,0.49143449189429533,Risco Moderado
RA-202,2023,4,Feminino,6.791641667,0.5570310899230166,Risco Moderado
RA-1180,2023,4,Masculino,7.067983333,0.7613812052825016,Alto Risco
RA-1181,2023,4,Feminino,6.971266667,0.5859469952901236,Risco Moderado
RA-1182,2023,4,Feminino,5.709808333,0.9812127260163139,Alto Risco
RA-205,2023,4,Masculino,6.857625,0.6302374845794712,Alto Risco
RA-1183,2023,4,Masculino,6.269541667,0.7030532748674736,Alto Risco
RA-237,2023,4,Feminino,7.436566667,0.7487819870137175,Alto Risco
RA-147,2023,4,Feminino,5.5425,0.9774361698420363,Alto Risco
RA-240,2023,4,Feminino,6.337966667,0.7410496190724764,Alto Risco
RA-1184,2023,4,Masculino,7.381566667,0.6594762289003404,Alto Risco
RA-241,2023,4,Masculino,7.016,0.8099623654742992,Alto Risco
RA-242,2023,4,Masculino,8.221841667,0.1199252186133383,Baixo Risco
RA-138,2023,4,Masculino,6.784075,0.8319547824118723,Alto Risco
RA-244,2023,4,Feminino,7.044333333,0.20610884077035818,Baixo Risco
RA-245,2023,4,Masculino,7.171166667,0.8616784550246525,Alto Risco
RA-246,2023,4,Masculino,8.256766667,0.03755312503978834,Baixo Risco
RA-141,2023,4,Masculino,6.719791667,0.6391157464281965,Alto Risco
RA-239,2023,4,Feminino,6.411333333,0.7838399191714726,Alto Risco
RA-1185,2023,4,Feminino,8.02675,0.06920736181369445,Baixo Risco
RA-262,2023,4,Masculino,4.406458333,0.9899265880891128,Alto Risco
RA-1186,2023,4,Feminino,7.281433333,0.7351243912139401,Alto Risco
RA-397,2023,4,Feminino,6.207083333,0.6519778299962825,Alto Risco
RA-1187,2023,4,Feminino,6.644475,0.615980873348011,Alto Risco
RA-145,2023,4,Masculino,,0.601786072654913,Alto Risco
RA-1188,2023,4,Feminino,,0.7579192568255673,Alto Risco
RA-265,2023,4,Masculino,,0.6077330212792734,Alto Risco
RA-254,2023,4,Masculino,,0.6045874650251718,Alto Risco
RA-267,2023,4,Feminino,,0.8184995389964133,Alto Risco
RA-1189,2023,4,Feminino,,0.6271480120965185,Alto Risco
RA-295,2023,4,Feminino,7.641016667,0.8669072078792784,Alto Risco
RA-269,2023,4,Masculino,8.116041667,0.04037566245774002,Baixo Risco
RA-313,2023,4,Feminino,7.011091667,0.5198645160097296,Risco Moderado
RA-1190,2023,4,Masculino,6.330041667,0.7383953441459208,Alto Risco
RA-301,2023,4,Feminino,6.760341667,0.5493699924863702,Risco Moderado
RA-286,2023,4,Feminino,5.713333333,0.9759470267604718,Alto Risco
RA-1191,2023,4,Masculino,6.175333333,0.8054211340249677,Alto Risco
RA-1192,2023,4,Feminino,6.780741667,0.6309396451990038,Alto Risco
RA-174,2023,4,Feminino,6.1242,0.6515086481452745,Alto Risco
RA-1193,2023,4,Feminino,6.018083333,0.8192799136580275,Alto Risco
RA-308,2023,4,Masculino,6.578558333,0.6025967630802791,Alto Risco
RA-152,2023,4,Feminino,6.30695,0.5779769544040739,Risco Moderado
RA-270,2023,4,Feminino,7.982633333,0.49845680232066086,Risco Moderado
RA-271,2023,4,Feminino,6.140333333,0.7056165235198472,Alto Risco
RA-299,2023,4,Feminino,6.796541667,0.15466864268847128,Baixo Risco
RA-316,2023,4,Feminino,8.436908333,0.08747962575866175,Baixo Risco
RA-318,2023,4,Feminino,6.856575,0.625983015202349,Alto Risco
RA-274,2023,4,Feminino,8.137625,0.010236551721544217,Baixo Risco
RA-320,2023,4,Feminino,8.393508333,0.08371394155372144,Baixo Risco
RA-277,2023,4,Masculino,7.7284,0.8843783820342184,Alto Risco
RA-278,2023,4,Masculino,7.1935,0.20075406075345348,Baixo Risco
RA-291,2023,4,Masculino,8.493058333,0.158898797119768,Baixo Risco
RA-306,2023,4,Feminino,5.732375,0.9772536963750628,Alto Risco
RA-279,2023,4,Masculino,9.006266667,0.09078175329124613,Baixo Risco
RA-280,2023,4,Feminino,8.189225,0.007205526820944557,Baixo Risco
RA-276,2023,4,Feminino,6.690458333,0.4987118167943824,Risco Moderado
RA-285,2023,4,Feminino,5.380358333,0.9852004057040933,Alto Risco
RA-1194,2023,4,Masculino,7.671933333,0.45999260841393236,Risco Moderado
RA-287,2023,4,Feminino,3.745541667,0.9899293075140574,Alto Risco
RA-319,2023,4,Masculino,8.367208333,0.094300970562525,Baixo Risco
RA-321,2023,4,Feminino,7.695233333,0.6071337082456962,Alto Risco
RA-1195,2023,4,Feminino,5.677291667,0.9713656763069695,Alto Risco
RA-159,2023,4,Feminino,6.805033333,0.5964149915468097,Risco Moderado
RA-322,2023,4,Feminino,7.037808333,0.5878192810815598,Risco Moderado
RA-251,2023,4,Masculino,6.665208333,0.6557928272082036,Alto Risco
RA-116,2023,5,Feminino,6.433075,0.689129164928892,Alto Risco
RA-103,2023,5,Feminino,8.0239,0.026983369455017326,Baixo Risco
RA-42,2023,5,Masculino,6.794516667,0.6597919288221139,Alto Risco
RA-121,2023,5,Feminino,6.811875,0.6920820128265169,Alto Risco
RA-106,2023,5,Feminino,7.769658333,0.2991390103648391,Baixo Risco
RA-123,2023,5,Masculino,6.068333333,0.8083674432753244,Alto Risco
RA-46,2023,5,Feminino,5.545383333,0.9823332361802976,Alto Risco
RA-125,2023,5,Feminino,6.989633333,0.29516799531886756,Baixo Risco
RA-110,2023,5,Masculino,8.0879,0.013178039142715765,Baixo Risco
RA-128,2023,5,Masculino,6.503908333,0.39381937222299884,Risco Moderado
RA-143,2023,5,Masculino,7.794358333,0.04748618746583228,Baixo Risco
RA-111,2023,5,Feminino,7.566458333,0.10263228318259783,Baixo Risco
RA-112,2023,5,Feminino,7.141308333,0.5032694295947925,Risco Moderado
RA-115,2023,5,Feminino,6.319141667,0.7906498079655415,Alto Risco
RA-1196,2023,5,Masculino,7.03025,0.402455644084301,Risco Moderado
RA-52,2023,5,Masculino,7.9642,0.1841988776731235,Baixo Risco
RA-1197,2023,5,Feminino,6.946058333,0.7944165416077161,Alto Risco
RA-108,2023,5,Feminino,4.9308,0.9927344027360844,Alto Risco
RA-1198,2023,5,Feminino,7.515233333,0.8527923501303016,Alto Risco
RA-127,2023,5,Feminino,7.91935,0.6200130005459084,Alto Risco
RA-114,2023,5,Masculino,5.335,0.9735780619585113,Alto Risco
RA-146,2023,5,Feminino,7.584483333,0.7784277208969131,Alto Risco
RA-1199,2023,5,Masculino,7.024933333,0.7015880986548372,Alto Risco
RA-70,2023,5,Feminino,6.869133333,0.8189848832260223,Alto Risco
RA-107,2023,5,Feminino,6.845208333,0.31632139265999737,Risco Moderado
RA-1200,2023,5,Feminino,5.711166667,0.9864339185206322,Alto Risco
RA-151,2023,5,Feminino,6.892541667,0.6510897683810883,Alto Risco
RA-85,2023,5,Masculino,7.08435,0.7450870542445432,Alto Risco
RA-1201,2023,5,Masculino,8.378008333,0.17793780393935146,Baixo Risco
RA-131,2023,5,Feminino,5.952358333,0.9908347108725062,Alto Risco
RA-132,2023,5,Feminino,7.350625,0.14068379741732415,Baixo Risco
RA-133,2023,5,Feminino,6.168416667,0.8070457224843279,Alto Risco
RA-104,2023,5,Masculino,4.25,0.9893503437619916,Alto Risco
RA-137,2023,5,Feminino,5.937025,0.9819990710821372,Alto Risco
RA-144,2023,5,Feminino,4.990333333,0.9881292846166762,Alto Risco
RA-1202,2023,5,Feminino,6.202008333,0.8399121747884182,Alto Risco
RA-90,2023,5,Feminino,8.699408333,0.011290260789114185,Baixo Risco
RA-167,2023,5,Feminino,7.806141667,0.8002837466135189,Alto Risco
RA-168,2023,5,Feminino,6.483083333,0.8115318803380958,Alto Risco
RA-1203,2023,5,Feminino,7.487841667,0.8661673572314549,Alto Risco
RA-155,2023,5,Masculino,6.318991667,0.7948984707463763,Alto Risco
RA-94,2023,5,Feminino,7.289333333,0.5519652841829851,Risco Moderado
RA-81,2023,5,Feminino,7.45425,0.1474789665897718,Baixo Risco
RA-302,2023,5,Masculino,5.314333333,0.9846601811826248,Alto Risco
RA-171,2023,5,Masculino,6.293083333,0.6705603878622816,Alto Risco
RA-160,2023,5,Feminino,6.598266667,0.7797379400088598,Alto Risco
RA-1204,2023,5,Masculino,6.940416667,0.8716061119180651,Alto Risco
RA-1205,2023,5,Feminino,6.806466667,0.8524487192459019,Alto Risco
RA-173,2023,5,Masculino,7.757466667,0.6820017665423939,Alto Risco
RA-166,2023,5,Masculino,8.105583333,0.10751892447684946,Baixo Risco
RA-175,2023,5,Feminino,6.569516667,0.6993659923294674,Alto Risco
RA-153,2023,5,Feminino,7.289966667,0.27149067645901276,Baixo Risco
RA-1206,2023,5,Feminino,6.724183333,0.7584201371951191,Alto Risco
RA-157,2023,5,Feminino,7.879008333,0.14595242482641502,Baixo Risco
RA-1207,2023,5,Feminino,7.58235,0.5523642412959396,Risco Moderado
RA-1208,2023,5,Masculino,7.0651,0.4865211938838321,Risco Moderado
RA-1209,2023,5,Feminino,7.43375,0.7667306848112744,Alto Risco
RA-158,2023,5,Feminino,7.297425,0.34443379757777615,Risco Moderado
RA-161,2023,5,Feminino,6.250166667,0.4558755310369579,Risco Moderado
RA-164,2023,5,Masculino,5.638666667,0.9828599920614409,Alto Risco
RA-1210,2023,5,Feminino,7.171083333,0.8640989269204559,Alto Risco
RA-165,2023,5,Feminino,7.583433333,0.37268671578004314,Risco Moderado
RA-1211,2023,5,Feminino,7.09205,0.6610477226663514,Alto Risco
RA-1212,2023,5,Feminino,6.755358333,0.8435631783880776,Alto Risco
RA-1213,2023,5,Feminino,5.95625,0.9839333921345177,Alto Risco
RA-40,2023,6,Feminino,7.169975,0.46653205091076355,Risco Moderado
RA-1214,2023,6,Masculino,8.378666667,0.07528162779664865,Baixo Risco
RA-71,2023,6,Feminino,7.3651,0.7816882702014016,Alto Risco
RA-53,2023,6,Masculino,7.600633333,0.8321784374298226,Alto Risco
RA-43,2023,6,Feminino,6.4622,0.6577154727852889,Alto Risco
RA-55,2023,6,Feminino,6.898033333,0.7414829648017698,Alto Risco
RA-44,2023,6,Feminino,6.258333333,0.6999276354831953,Alto Risco
RA-1215,2023,6,Feminino,6.339466667,0.8409440724208035,Alto Risco
RA-45,2023,6,Feminino,8.303591667,0.032589103433095096,Baixo Risco
RA-56,2023,6,Feminino,8.284333333,0.013953691670332195,Baixo Risco
RA-57,2023,6,Masculino,6.450875,0.6382674652905186,Alto Risco
RA-58,2023,6,Masculino,7.70625,0.09151103576965786,Baixo Risco
RA-59,2023,6,Masculino,7.692291667,0.7222435214253077,Alto Risco
RA-1216,2023,6,Feminino,7.7105,0.9119458831546711,Alto Risco
RA-78,2023,6,Feminino,6.434625,0.5768844925027746,Risco Moderado
RA-79,2023,6,Feminino,6.635883333,0.3940037360730108,Risco Moderado
RA-61,2023,6,Masculino,7.382108333,0.53972369506532,Risco Moderado
RA-63,2023,6,Masculino,8.0641,0.6586036177855052,Alto Risco
RA-64,2023,6,Feminino,7.452541667,0.26450499419424855,Baixo Risco
RA-48,2023,6,Feminino,7.797058333,0.4361820756354106,Risco Moderado
RA-109,2023,6,Masculino,8.3184,0.5725523306514076,Risco Moderado
RA-80,2023,6,Feminino,7.252275,0.612701173334945,Alto Risco
RA-91,2023,6,Feminino,7.42395,0.7941196502256644,Alto Risco
RA-1217,2023,6,Feminino,6.064625,0.819374578547944,Alto Risco
RA-92,2023,6,Feminino,7.375916667,0.8548569928632525,Alto Risco
RA-96,2023,6,Masculino,7.610791667,0.6506926531411842,Alto Risco
RA-1218,2023,6,Masculino,6.8265,0.8325331840826176,Alto Risco
RA-1219,2023,6,Feminino,7.215141667,0.6094615240128624,Alto Risco
RA-1220,2023,6,Feminino,6.46725,0.8184940423346676,Alto Risco
RA-84,2023,6,Feminino,6.034416667,0.3753929392719389,Risco Moderado
RA-99,2023,6,Masculino,6.68045,0.7197765228291985,Alto Risco
RA-87,2023,6,Masculino,8.6625,0.2304729862788173,Baixo Risco
RA-89,2023,6,Masculino,6.700775,0.8030992422927066,Alto Risco
RA-1221,2023,7,Feminino,8.027466667,0.6347507832558625,Alto Risco
RA-27,2023,7,Masculino,7.921266667,0.1225507736694351,Baixo Risco
RA-1222,2023,7,Feminino,7.026466667,0.860460365855576,Alto Risco
RA-32,2023,7,Feminino,6.716666667,0.15833226426513525,Baixo Risco
RA-19,2023,7,Feminino,7.710866667,0.6866203609535966,Alto Risco
RA-62,2023,7,Feminino,7.610333333,0.40164729336380955,Risco Moderado
RA-1223,2023,7,Masculino,8.187766667,0.13762431527867025,Baixo Risco
RA-38,2023,7,Feminino,8.835333333,0.07692874853561163,Baixo Risco
RA-1224,2023,7,Masculino,7.5524,0.6329021665751574,Alto Risco
RA-39,2023,7,Feminino,8.710333333,0.2521524518995763,Baixo Risco
RA-1225,2023,7,Feminino,,0.5238884607471047,Risco Moderado
RA-76,2023,7,Feminino,,0.06776670899904948,Baixo Risco
RA-26,2023,7,Masculino,,0.22284736758933094,Baixo Risco
RA-1226,2023,7,Feminino,,0.3448045096647435,Risco Moderado
RA-93,2023,7,Feminino,,0.06183910070866105,Baixo Risco
RA-119,2023,7,Feminino,,0.14627516299874788,Baixo Risco
RA-1227,2023,7,Feminino,,0.25812146337774217,Baixo Risco
RA-1228,2023,7,Feminino,,0.2732163163406085,Baixo Risco
RA-1229,2023,7,Feminino,,0.31785921611198525,Risco Moderado
RA-98,2023,7,Feminino,,0.027273043158626328,Baixo Risco
RA-172,2023,7,Feminino,,0.08303372302799744,Baixo Risco
RA-86,2023,7,Masculino,,0.13305992823571022,Baixo Risco
RA-1230,2023,7,Feminino,,0.2214070981549696,Baixo Risco
RA-1231,2023,8,Masculino,,0.032965281222249426,Baixo Risco
RA-1232,2023,8,Masculino,,0.032965281222249426,Baixo Risco
RA-1233,2023,8,Feminino,,0.032965281222249426,Baixo Risco
RA-1234,2023,8,Feminino,,0.032965281222249426,Baixo Risco
RA-1235,2023,8,Masculino,,0.032965281222249426,Baixo Risco
RA-1236,2023,8,Feminino,,0.032965281222249426,Baixo Risco
RA-1237,2023,8,Feminino,,0.032965281222249426,Baixo Risco
RA-1238,2023,8,Feminino,,0.032965281222249426,Baixo Risco
RA-1239,2023,8,Feminino,,0.032965281222249426,Baixo Risco
RA-1240,2023,8,Masculino,,0.032965281222249426,Baixo Risco
RA-1241,2023,8,Feminino,,0.032965281222249426,Baixo Risco
RA-1242,2023,8,Feminino,,0.032965281222249426,Baixo Risco
RA-1243,2023,8,Feminino,,0.032965281222249426,Baixo Risco
RA-1244,2023,8,Feminino,,0.032965281222249426,Baixo Risco
RA-1245,2023,8,Masculino,,0.032965281222249426,Baixo Risco
RA-1246,2023,8,Feminino,,0.032965281222249426,Baixo Risco
RA-1247,2023,8,Feminino,,0.032965281222249426,Baixo Risco
RA-1248,2023,8,Masculino,,0.032965281222249426,Baixo Risco
RA-1249,2023,8,Masculino,,0.032965281222249426,Baixo Risco
RA-1250,2023,8,Masculino,,0.032965281222249426,Baixo Risco
RA-1251,2023,8,Feminino,,0.032965281222249426,Baixo Risco
RA-1252,2023,8,Feminino,,0.032965281222249426,Baixo Risco
RA-1253,2023,8,Feminino,,0.032965281222249426,Baixo Risco
RA-1254,2023,8,Masculino,,0.032965281222249426,Baixo Risco
RA-1255,2023,8,Masculino,,0.032965281222249426,Baixo Risco
RA-1256,2023,8,Feminino,,0.032965281222249426,Baixo Risco
RA-1257,2023,8,Masculino,,0.032965281222249426,Baixo Risco
RA-1258,2023,8,Masculino,,0.032965281222249426,Baixo Risco
RA-1259,2023,8,Feminino,,0.032965281222249426,Baixo Risco
RA-1260,2023,8,Masculino,,0.032965281222249426,Baixo Risco
RA-1261,2023,8,Feminino,,0.032965281222249426,Baixo Risco
RA-1262,2023,8,Feminino,,0.032965281222249426,Baixo Risco
RA-1263,2023,8,Feminino,,0.032965281222249426,Baixo Risco
RA-1264,2023,8,Feminino,,0.032965281222249426,Baixo Risco
RA-1265,2023,8,Masculino,,0.039857336662701824,Baixo Risco
RA-1266,2023,8,Feminino,,0.032965281222249426,Baixo Risco
RA-1267,2023,8,Feminino,,0.032965281222249426,Baixo Risco
RA-1268,2023,8,Masculino,,0.032965281222249426,Baixo Risco
RA-14,2023,8,Masculino,,0.039857336662701824,Baixo Risco
RA-13,2023,8,Masculino,,0.03142138085407537,Baixo Risco
RA-12,2023,8,Feminino,,0.03674759492017222,Baixo Risco
RA-7,2023,8,Masculino,,0.035076477744241656,Baixo Risco
RA-6,2023,8,Feminino,,0.03646568951839516,Baixo Risco
RA-5,2023,8,Feminino,,0.02926417401391094,Baixo Risco
RA-1,2023,8,Feminino,,0.02926417401391094,Baixo Risco
RA-36,2023,8,Feminino,,0.01897506282949415,Baixo Risco
RA-35,2023,8,Feminino,,0.01861885070703314,Baixo Risco
RA-34,2023,8,Masculino,,0.03142138085407537,Baixo Risco
RA-31,2023,8,Feminino,,0.011217834276505306,Baixo Risco
RA-23,2023,8,Masculino,,0.034806928905322644,Baixo Risco
RA-88,2023,8,Masculino,,0.034806928905322644,Baixo Risco
RA-1269,2023,8,Feminino,,0.032965281222249426,Baixo Risco
RA-49,2023,8,Feminino,,0.039857336662701824,Baixo Risco
RA-1270,2023,8,Feminino,,0.032965281222249426,Baixo Risco
RA-29,2023,8,Masculino,,0.039857336662701824,Baixo Risco
RA-17,2023,8,Masculino,,0.039857336662701824,Baixo Risco
RA-21,2023,8,Masculino,,0.039857336662701824,Baixo Risco
RA-25,2023,8,Feminino,,0.01847335095325142,Baixo Risco
RA-2,2023,8,Feminino,,0.032676799331298315,Baixo Risco
RA-1271,2023,8,Feminino,,0.032965281222249426,Baixo Risco
RA-1272,2023,8,Feminino,,0.032965281222249426,Baixo Risco
RA-1273,2023,8,Feminino,,0.0550289357341949,Baixo Risco
RA-1274,2023,8,Feminino,,0.032965281222249426,Baixo Risco
RA-1275,2024,0,Masculino,7.611366666700001,0.3962475619748505,Risco Moderado
RA-1276,2024,0,Feminino,8.002866666700001,0.04731700095342257,Baixo Risco
RA-1277,2024,0,Masculino,7.952200000100001,0.34232145235456046,Risco Moderado
RA-868,2024,0,Masculino,7.156366666600001,0.8761619571708061,Alto Risco
RA-1278,2024,0,Masculino,5.444199999900001,0.9742829811988782,Alto Risco
RA-1279,2024,0,Feminino,8.0822,0.6843572695294016,Alto Risco
RA-861,2024,0,Feminino,8.959700000000002,0.7005832323955605,Alto Risco
RA-862,2024,0,Masculino,7.346677272700001,0.9270713760584512,Alto Risco
RA-1280,2024,0,Masculino,8.152624242500002,0.7014503793223902,Alto Risco
RA-1281,2024,0,Feminino,7.982890909100001,0.8327747690313457,Alto Risco
RA-895,2024,0,Feminino,8.2579575757,0.7604245275511154,Alto Risco
RA-884,2024,0,Feminino,8.0345030302,0.8634845135568254,Alto Risco
RA-1282,2024,0,Feminino,7.876927272700001,0.765654245513952,Alto Risco
RA-889,2024,0,Masculino,8.191290909100001,0.6453953879594118,Alto Risco
RA-867,2024,0,Masculino,7.583018181800001,0.9338339178061721,Alto Risco
RA-1283,2024,0,Masculino,8.3033538462,0.5969667213443023,Risco Moderado
RA-891,2024,0,Feminino,8.035957575700001,0.8904378372992048,Alto Risco
RA-1284,2024,0,Feminino,8.3800152174,0.13311022125863464,Baixo Risco
RA-1012,2024,0,Feminino,8.057128571400002,0.6607331990053499,Alto Risco
RA-1285,2024,0,Feminino,8.156578882000002,0.07398536148366737,Baixo Risco
RA-1286,2024,0,Masculino,5.914801966800001,0.9862568865742259,Alto Risco
RA-1287,2024,0,Feminino,7.619650310500001,0.6616608097511704,Alto Risco
RA-1288,2024,0,Feminino,7.9208899585,0.42674833917783306,Risco Moderado
RA-1289,2024,0,Feminino,7.2171722223,0.7328283452543,Alto Risco
RA-1290,2024,0,Masculino,8.407200000000001,0.8121110405971149,Alto Risco
RA-1291,2024,0,Masculino,8.079200000000002,0.6385219299304117,Alto Risco
RA-885,2024,0,Masculino,8.2072,0.8614098790563616,Alto Risco
RA-1292,2024,0,Feminino,6.9031621211,0.6107652665184127,Alto Risco
RA-1293,2024,0,Feminino,8.005023232300001,0.1552496599100083,Baixo Risco
RA-888,2024,0,Masculino,8.1942,0.7939852312244222,Alto Risco
RA-1294,2024,0,Masculino,7.9493666666,0.8306173248729846,Alto Risco
RA-1009,2024,0,Masculino,6.395389393900001,0.8979504783828611,Alto Risco
RA-1013,2024,0,Masculino,5.7839559808,0.9715913677312994,Alto Risco
RA-1295,2024,0,Feminino,8.0617454545,0.05409773430510668,Baixo Risco
RA-1296,2024,0,Feminino,7.0574222223,0.5200535360253954,Risco Moderado
RA-863,2024,0,Masculino,4.6684348484,0.9863657753842318,Alto Risco
RA-1297,2024,0,Masculino,7.620247619000001,0.7408475725244403,Alto Risco
RA-1014,2024,0,Feminino,6.315972727300001,0.8138408048586528,Alto Risco
RA-880,2024,0,Feminino,6.853080434800001,0.8485092051619261,Alto Risco
RA-886,2024,0,Feminino,8.419200000000002,0.6807776003852708,Alto Risco
RA-1298,2024,0,Masculino,7.577287995300001,0.5246212125261458,Risco Moderado
RA-1299,2024,0,Masculino,7.069727777800001,0.5806319579933271,Risco Moderado
RA-904,2024,0,Feminino,7.6352,0.9011017352041655,Alto Risco
RA-1300,2024,0,Feminino,7.623866666600001,0.6982461111805602,Alto Risco
RA-1301,2024,0,Masculino,5.6345333333,0.9777785125077311,Alto Risco
RA-1302,2024,0,Masculino,5.758866666800001,0.9848535442976342,Alto Risco
RA-1303,2024,0,Feminino,8.8352,0.17027922919534216,Baixo Risco
RA-1304,2024,0,Feminino,7.085119934500001,0.3303180667468273,Risco Moderado
RA-1305,2024,0,Feminino,6.685221929800001,0.48685059341550024,Risco Moderado
RA-1306,2024,0,Feminino,8.503033333400001,0.6229270836912862,Alto Risco
RA-702,2024,0,Feminino,7.665116666600001,0.9429118494214933,Alto Risco
RA-725,2024,0,Masculino,7.0900771929,0.7883191523881627,Alto Risco
RA-912,2024,0,Feminino,7.697103508700001,0.9367978521235364,Alto Risco
RA-918,2024,0,Feminino,5.657357017600001,0.986752698098122,Alto Risco
RA-920,2024,0,Feminino,7.7494938597,0.9640423725962227,Alto Risco
RA-1307,2024,0,Masculino,6.594033333300001,0.47761480718949206,Risco Moderado
RA-1308,2024,0,Feminino,6.876997101400001,0.6171566748654388,Alto Risco
RA-1309,2024,0,Feminino,8.379199999899999,0.044651259685550615,Baixo Risco
RA-1310,2024,0,Feminino,8.3907833334,0.186240403822358,Baixo Risco
RA-1311,2024,0,Masculino,6.4118666668,0.3910443826812738,Risco Moderado
RA-1312,2024,0,Masculino,7.510200000000001,0.7203000196943039,Alto Risco
RA-1313,2024,0,Masculino,8.0155333334,0.034448122900123654,Baixo Risco
RA-1314,2024,0,Feminino,8.239799999999999,0.06514235442329427,Baixo Risco
RA-1315,2024,0,Masculino,8.3510666667,0.158452432442382,Baixo Risco
RA-921,2024,0,Feminino,7.2838203209,0.8149721579597291,Alto Risco
RA-1316,2024,0,Feminino,7.59291123,0.732736833615754,Alto Risco
RA-1317,2024,0,Feminino,7.665638502700001,0.6267646501705936,Alto Risco
RA-897,2024,0,Masculino,5.2212050505,0.9780534515154529,Alto Risco
RA-908,2024,0,Feminino,6.764292246,0.7985442074325942,Alto Risco
RA-916,2024,0,Feminino,5.5058531621,0.9887216838214107,Alto Risco
RA-924,2024,0,Masculino,6.4727360962,0.8380276620792078,Alto Risco
RA-925,2024,0,Masculino,6.587019518800001,0.8132265187283926,Alto Risco
RA-1008,2024,0,Masculino,6.866741443800001,0.823909517230171,Alto Risco
RA-919,2024,0,Masculino,5.799702673800001,0.984714652609631,Alto Risco
RA-1318,2024,0,Feminino,6.823383155100001,0.5337694246627748,Risco Moderado
RA-1003,2024,0,Masculino,7.627588888900001,0.938258661690606,Alto Risco
RA-1004,2024,0,Feminino,7.801200000000001,0.9135272294940793,Alto Risco
RA-1006,2024,0,Feminino,7.040088888900001,0.8193987338813358,Alto Risco
RA-1319,2024,0,Masculino,7.201526797300001,0.5649546372641786,Risco Moderado
RA-858,2024,0,Masculino,6.917866666700001,0.9069183408955074,Alto Risco
RA-905,2024,0,Masculino,6.3925823529,0.852284723139435,Alto Risco
RA-907,2024,0,Feminino,7.9400888889,0.9441242030457664,Alto Risco
RA-1320,2024,0,Masculino,7.8845333333,0.8038610720398424,Alto Risco
RA-909,2024,0,Feminino,7.722033333300001,0.9508658347977044,Alto Risco
RA-729,2024,0,Feminino,6.684533333300001,0.8253584490529404,Alto Risco
RA-1321,2024,0,Masculino,7.95295,0.7467777831163387,Alto Risco
RA-1322,2024,0,Feminino,8.47795,0.06957176166357588,Baixo Risco
RA-1323,2024,0,Masculino,7.487366666700001,0.7205136006955799,Alto Risco
RA-1324,2024,0,Masculino,8.332450000000001,0.8120066266614323,Alto Risco
RA-931,2024,0,Masculino,7.075466666700001,0.8810756602001308,Alto Risco
RA-1325,2024,0,Masculino,8.9824954545,0.2726575703320778,Baixo Risco
RA-1326,2024,0,Feminino,7.6397833333,0.5393417329049114,Risco Moderado
RA-1327,2024,0,Feminino,8.264116666700001,0.040632360202536986,Baixo Risco
RA-1328,2024,0,Feminino,8.0588666667,0.3608307823124508,Risco Moderado
RA-1329,2024,0,Masculino,7.98945,0.5803344640504323,Risco Moderado
RA-1330,2024,0,Feminino,8.944616666700002,0.2745138088859872,Baixo Risco
RA-1331,2024,0,Feminino,7.8522833333,0.5845225768513916,Risco Moderado
RA-944,2024,0,Feminino,7.8262,0.9529646022646957,Alto Risco
RA-1332,2024,0,Masculino,8.1040529412,0.6603012168441655,Alto Risco
RA-754,2024,0,Masculino,5.6127,0.983274576787584,Alto Risco
RA-1333,2024,0,Masculino,8.213199999999999,0.35730299302101026,Risco Moderado
RA-934,2024,0,Feminino,8.338700000000001,0.9122413747994961,Alto Risco
RA-1334,2024,0,Masculino,8.350200000000001,0.7141493758407335,Alto Risco
RA-941,2024,0,Feminino,7.746700000000001,0.9491146106172395,Alto Risco
RA-756,2024,0,Masculino,7.361700000000001,0.9129482211162191,Alto Risco
RA-1335,2024,0,Masculino,8.3217,0.6763402824236437,Alto Risco
RA-773,2024,0,Feminino,6.566200000000001,0.8955844068798396,Alto Risco
RA-938,2024,0,Masculino,8.0056026915,0.811468452680798,Alto Risco
RA-1336,2024,0,Feminino,7.141365631500001,0.5495148386052493,Risco Moderado
RA-1337,2024,0,Masculino,6.015144444400001,0.5068907924888795,Risco Moderado
RA-1338,2024,0,Masculino,6.1368428571,0.7143636283538369,Alto Risco
RA-1339,2024,0,Feminino,7.3547,0.6717562294981738,Alto Risco
RA-1340,2024,0,Feminino,8.3422714286,0.08786337521824389,Baixo Risco
RA-1341,2024,0,Masculino,7.862906349200001,0.5567090402602846,Risco Moderado
RA-947,2024,0,Masculino,6.053509523800001,0.8807684143904856,Alto Risco
RA-1342,2024,0,Masculino,7.818580952400001,0.8421059711417376,Alto Risco
RA-1343,2024,0,Feminino,8.8262,0.2533299035398548,Baixo Risco
RA-1344,2024,0,Feminino,9.3612,0.3139662748648,Risco Moderado
RA-945,2024,0,Masculino,7.4195809524,0.9513465225881911,Alto Risco
RA-946,2024,0,Masculino,6.677723809500001,0.8226529588125674,Alto Risco
RA-1345,2024,0,Masculino,7.2340128655,0.8734286240106224,Alto Risco
RA-771,2024,0,Feminino,6.066009523800001,0.7931473038825674,Alto Risco
RA-1346,2024,0,Masculino,7.3701047619,0.5445598239479996,Risco Moderado
RA-1347,2024,0,Masculino,6.153842857100001,0.5434674335177405,Risco Moderado
